 Series|ISBN|ISBN 13|Primary Author|Author on Cover|Title|Subtitle|Original Language|Binding|Discount Type|Published Price|UK Price|Europe Price|Series|Page Count|Illustration Details|Format|Pub Year|BISAC|Territory|BISAC 1|BISAC 2|BISAC 3
274|0674996321|9780674996328|Athenaeus, |Athenaeus|The Learned Banqueters, Volume V: Books 10.420e-11||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|Index|4-1/4 x 6-3/8|2009|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece|World|LIT004190|HIS002010|
275|0674993039|9780674993037|Philo, |Philo|On Flight and Finding. On the Change of Names. On Dreams||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|none|4-1/4 x 6-3/8|1934|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
276|0674996518|9780674996519|Plato, |Plato|Republic, Volume II|Books 6-10|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560||4-1/4 x 6-3/8|2013|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
277|0674993055|9780674993051|Silius Italicus, |Silius Italicus|Punica, Volume I|Books 1-8|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|none|4-1/4 x 6-3/8|1934|POETRY / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|POE008000|HIS002020|LIT004190
278|0674993063|9780674993068|Silius Italicus, |Silius Italicus|Punica, Volume II|Books 9-17|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Index|4-1/4 x 6-3/8|1934|POETRY / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|POE008000|HIS002020|LIT004190
279|0674993071|9780674993075|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume I|Books 1-2.34|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|2 maps, index|4-1/4 x 6-3/8|1933|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
280|0674993098|9780674993099|Vitruvius, |Vitruvius|On Architecture, Volume II|Books 6-10|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|12 line illustrations, index|4-1/4 x 6-3/8|1934|LITERARY CRITICISM / Ancient & Classical,ARCHITECTURE / General,ARCHITECTURE / Vernacular|World|LIT004190|ARC000000|ARC025000
281|0674995767|9780674995765|Josephus, |Josephus|Jewish Antiquities, Volume III|Books 7-8|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|2 tables|4-1/4 x 6-3/8|1934|HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS022000|LIT004190
282|0674993128|9780674993129||A. S. Hunt|Select Papyri, Volume II: Public Documents||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|656|Indexes|4-1/4 x 6-3/8|1934|HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|LIT004190|
283|0674993136|9780674993136|Cato, ,Varro, |Cato and Varro|On Agriculture||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|Indexes|4-1/4 x 6-3/8|1934|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
284|0674993144|9780674993143|Aetna, ,Calpurnius Siculus, ,Publilius Syrus, ,Laus Pisonis, ,Grattius, |Aetna, Calpurnius Siculus, Publilius Syrus, Laus Pisonis, and Grattius|Minor Latin Poets, Volume I: Publilius Syrus. Elegies on Maecenas. Grattius. Calpurnius Siculus. Laus Pisonis. Einsiedeln Eclogues. Aetna||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|none|4-1/4 x 6-3/8|1934|POETRY / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|POE008000|HIS002020|LIT004190
285|0674993152|9780674993150|Aristotle, |Aristotle|Athenian Constitution. Eudemian Ethics. Virtues and Vices||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Indexes|4-1/4 x 6-3/8|1935|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
286|0674993160|9780674993167|Valerius Flaccus, |Valerius Flaccus|Argonautica||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Index|4-1/4 x 6-3/8|1934|POETRY / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|POE008000|HIS002020|LIT004190
287|0674993179|9780674993174|Aristotle, |Aristotle|Metaphysics, Volume II|Books 10-14. Oeconomica. Magna Moralia|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|704|Index|4-1/4 x 6-3/8|1935|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
288|0674993187|9780674993181|Aristotle, |Aristotle|On the Soul. Parva Naturalia. On Breath||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Indexes|4-1/4 x 6-3/8|1957|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
289|0674993195|9780674993198|Philo, |Philo|On Abraham. On Joseph. On Moses||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|none|4-1/4 x 6-3/8|1935|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
290|0674993209|9780674993204|Procopius, |Procopius|The Anecdota or Secret History||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|2 maps, index|4-1/4 x 6-3/8|1935|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
291|0674993217|9780674993211|Sextus Empiricus, |Sextus Empiricus|Against Logicians||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|none|4-1/4 x 6-3/8|1935|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
292|0674993225|9780674993228|Celsus, |Celsus|On Medicine, Volume I|Books 1-4|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|none|4-1/4 x 6-3/8|1935|MEDICAL / History,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|MED039000|HIS002020|LIT004190
293|0674993233|9780674993235|Cicero, |Cicero|The Verrine Orations, Volume II|Against Verres, Part 2, Books 3-5|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|704|Index|4-1/4 x 6-3/8|1935|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
294|0674997018|9780674997011|Ennius, |Ennius|Fragmentary Republican Latin, Volume I|Ennius, Testimonia. Epic Fragments|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592||4-1/4 x 6-3/8|2018|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|LIT004190|
295|0674997050|9780674997059|Livy, |Livy|History of Rome, Volume IX|Books 31–34|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|720||4-1/4 x 6-3/8|2017|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
296|0674993276|9780674993273|Sidonius, |Sidonius|Poems. Letters|Books 1-2|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|none|4-1/4 x 6-3/8|1936|POETRY / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|POE008000|HIS002020|LIT004190
297|0674993284|9780674993280|Pausanias, |Pausanias|Description of Greece, Volume IV|Books 8.22-10 (Arcadia, Boeotia, Phocis and Ozolian Locri)|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|624|none|4-1/4 x 6-3/8|1935|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
298|0674993292|9780674993297|Pausanias, |Pausanias|Description of Greece, Volume V|Maps, Plans, Illustrations, and General Index|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|304|56 halftones, 21 maps, 8 line illustrations, index|4-1/4 x 6-3/8|1935|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
299|0674993306|9780674993303|Demosthenes, |Demosthenes|Orations, Volume III|Orations 21-26: Against Meidias. Against Androtion. Against Aristocrates. Against Timocrates. Against Aristogeiton 1 and 2|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|608|Index|4-1/4 x 6-3/8|1935|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
300|0674993314|9780674993310|Ammianus Marcellinus, |Ammianus Marcellinus|History, Volume I|Books 14-19|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|2 maps, indexes|4-1/4 x 6-3/8|1950|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS002010|LIT004190
301|0674997158|9780674997158|Livy, |Livy|History of Rome, Volume X|Books 35-37|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496||4-1/4 x 6-3/8|2018|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Rome|World|LIT004190|HIS002020|
302|0674993330|9780674993334|Lucian, |Lucian|The Passing of Peregrinus. The Runaways. Toxaris or Friendship. The Dance. Lexiphanes. The Eunuch. Astrology. The Mistaken Critic. The Parliament of the Gods. The Tyrannicide. Disowned||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Index|4-1/4 x 6-3/8|1936|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
303|0674993349|9780674993341|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume II|Books 2.35-4.58|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|2 maps, index|4-1/4 x 6-3/8|1935|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
304|0674993357|9780674993358|Celsus, |Celsus|On Medicine, Volume II|Books 5-6|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|368|none|4-1/4 x 6-3/8|1938|MEDICAL / History,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|MED039000|HIS002020|LIT004190
305|0674993365|9780674993365|Plutarch, |Plutarch|Moralia, Volume IV|Roman Questions. Greek Questions. Greek and Roman Parallel Stories. On the Fortune of the Romans. On the Fortune or the Virtue of Alexander. Were the Athenians More Famous in War or in Wisdom?|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|Index|4-1/4 x 6-3/8|1936|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
306|0674993373|9780674993372|Plutarch, |Plutarch|Moralia, Volume V|Isis and Osiris. The E at Delphi. The Oracles at Delphi No Longer Given in Verse. The Obsolescence of Oracles|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|Index|4-1/4 x 6-3/8|1936|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
307|0674993381|9780674993389|Aristotle, |Aristotle|Minor Works|On Colours. On Things Heard. Physiognomics. On Plants. On Marvellous Things Heard. Mechanical Problems. On Indivisible Lines. The Situations and Names of Winds. On Melissus, Xenophanes, Gorgias|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|Indexes|4-1/4 x 6-3/8|1936|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
308|0674993403|9780674993402|Antiphon, ,Andocides, |Antiphon and Andocides|Minor Attic Orators, Volume I: Antiphon. Andocides||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|608|Index|4-1/4 x 6-3/8|1941|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
309|0674993411|9780674993419|Cicero, |Cicero|Pro Sestio. In Vatinium||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|Index|4-1/4 x 6-3/8|1958|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
310|0674993438|9780674993433|Seneca, |Seneca|Moral Essays, Volume III|De Beneficiis|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Index|4-1/4 x 6-3/8|1935|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
311|0674993446|9780674993440|Sextus Empiricus, |Sextus Empiricus|Against Physicists. Against Ethicists||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Glossary, indexes|4-1/4 x 6-3/8|1936|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
312|0674993454|9780674993457|Tacitus, |Tacitus|Annals|Books 4-6, 11-12|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|1 map, table of dates|4-1/4 x 6-3/8|1937|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
313|0674997190|9780674997196|Livy, |Livy|History of Rome, Volume XI|Books 38–40|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592||4-1/4 x 6-3/8|2018|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Rome|World|LIT004190|HIS002020|
314|0674993470|9780674993471|Livius Andronicus, ,Naevius, ,Pacuvius, ,Accius, |Livius Andronicus, Naevius, Pacuvius, and Accius|Remains of Old Latin, Volume II: Livius Andronicus. Naevius. Pacuvius. Accius||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|704|Index|4-1/4 x 6-3/8|1936|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
315|0674993489|9780674993488|Ammianus Marcellinus, |Ammianus Marcellinus|History, Volume II|Books 20-26|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|704|4 line illustrations, 2 maps, index|4-1/4 x 6-3/8|1940|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS002010|LIT004190
316|0674996550|9780674996557|Aristotle, |Aristotle|Problems, Volume I|Books 1-19|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|624|3 line illustrations|4-1/4 x 6-3/8|2011|LITERARY CRITICISM / Ancient & Classical,PHILOSOPHY / Ethics & Moral Philosophy|World|LIT004190|PHI005000|
317|0674996569|9780674996564|Aristotle, |Aristotle|Problems, Volume II|Books 20-38. Rhetoric to Alexander|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|672|1 line illustration, indexes|4-1/4 x 6-3/8|2011|LITERARY CRITICISM / Ancient & Classical,PHILOSOPHY / Ethics & Moral Philosophy|World|LIT004190|PHI005000|
318|0674993519|9780674993518|Demosthenes, |Demosthenes|Orations, Volume IV|Orations 27-40: Private Cases|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|none|4-1/4 x 6-3/8|1936|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
319|0674993527|9780674993525|Dionysius of Halicarnassus, |Dionysius of Halicarnassus|Roman Antiquities, Volume I|Books 1-2|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|608|Index|4-1/4 x 6-3/8|1937|HISTORY / Ancient / Greece,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|HIS002020|LIT004190
320|0674993535|9780674993532|Philo, |Philo|On the Decalogue. On the Special Laws, Books 1-3||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|672|none|4-1/4 x 6-3/8|1937|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
321|0674993543|9780674993549|Plutarch, |Plutarch|Moralia, Volume X|Love Stories. That a Philosopher Ought to Converse Especially With Men in Power. To an Uneducated Ruler. Whether an Old Man Should Engage in Public Affairs. Precepts of Statecraft. On Monarchy, Democracy, and Oligarchy. That We Ought Not to Borrow. Lives|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Index|4-1/4 x 6-3/8|1936|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
322|0674993551|9780674993556|Tacitus, |Tacitus|Annals|Books 13-16|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|1 map, general index|4-1/4 x 6-3/8|1937|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
323|0674993578|9780674993570|Aristotle, |Aristotle|Parts of Animals. Movement of Animals. Progression of Animals||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Index, 5 line drawings|4-1/4 x 6-3/8|1937|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
324|0674993586|9780674993587|Cicero, |Cicero|In Catilinam 1-4. Pro Murena. Pro Sulla. Pro Flacco||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|Index|4-1/4 x 6-3/8|1976|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
325|0674993594|9780674993594|Aristotle, |Aristotle|Categories. On Interpretation. Prior Analytics||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Index|4-1/4 x 6-3/8|1938|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
326|0674993608|9780674993600|Josephus, |Josephus|Jewish Antiquities, Volume IV|Books 9-11|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|3 tables|4-1/4 x 6-3/8|1937|HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS022000|LIT004190
327|0674996399|9780674996397|Athenaeus, |Athenaeus|The Learned Banqueters, Volume VI|Books 12-13.594b|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464||4-1/4 x 6-3/8|2010|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|LIT004190|
328|067499681X|9780674996816|Plautus, |Plautus|Stichus. Three-Dollar Day. Truculentus. The Tale of a Traveling-Bag. Fragments||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528||4-1/4 x 6-3/8|2013|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|LIT004190|
329|0674993632|9780674993631|Lucilius, |E. H. Warmington|Remains of Old Latin, Volume III: Lucilius. The Twelve Tables||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|Index|4-1/4 x 6-3/8|1938|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
330|0674993640|9780674993648|Pliny, |Pliny|Natural History, Volume I: Books 1-2||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|Index|4-1/4 x 6-3/8|1938|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
331|0674993659|9780674993655|Ammianus Marcellinus, |Ammianus Marcellinus|History, Volume III|Books 27-31. Excerpta Valesiana|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|624|1 halftone on an insert, 2 maps on inserts, index|4-1/4 x 6-3/8|1939|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS002010|LIT004190
332|0674993667|9780674993662|Livy, |Livy|History of Rome, Volume XII|Books 40-42|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|4 maps, index|4-1/4 x 6-3/8|1938|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
333|0674993675|9780674993679|Varro, |Varro|On the Latin Language, Volume I|Books 5-7|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|none|4-1/4 x 6-3/8|1938|FOREIGN LANGUAGE STUDY / Latin,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|FOR016000|HIS002020|LIT004190
334|0674993683|9780674993686|Varro, |Varro|On the Latin Language, Volume II|Books 8-10. Fragments|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|320|Index|4-1/4 x 6-3/8|1938|FOREIGN LANGUAGE STUDY / Latin,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|FOR016000|HIS002020|LIT004190
335|0674993691|9780674993693||Ivor Thomas|Greek Mathematical Works, Volume I: Thales to Euclid||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|mathematical examples|4-1/4 x 6-3/8|1939|MATHEMATICS / History & Philosophy,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|MAT015000|HIS002010|LIT004190
336|0674993705|9780674993709|Celsus, |Celsus|On Medicine, Volume III|Books 7-8|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|368|3 line illustrations, indexes|4-1/4 x 6-3/8|1938|MEDICAL / History,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|MED039000|HIS002020|LIT004190
337|0674993713|9780674993716|Plutarch, |Plutarch|Moralia, Volume VI|Can Virtue Be Taught? On Moral Virtue. On the Control of Anger. On Tranquility of Mind. On Brotherly Love. On Affection for Offspring. Whether Vice Be Sufficient to Cause Unhappiness. Whether the Affections of the Soul are Worse Than Those of the Body. Co|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Index|4-1/4 x 6-3/8|1939|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
338|0674993721|9780674993723|Aristotle, |Aristotle|On the Heavens||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|Index|4-1/4 x 6-3/8|1939|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
339|0674993748|9780674993747|Dio Chrysostom, |Dio Chrysostom|Discourses 12-30||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Index|4-1/4 x 6-3/8|1939|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
340|0674993756|9780674993754|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume III|Books 4.59-8|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|2 maps, index|4-1/4 x 6-3/8|1939|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
341|0674993764|9780674993761|Philo, |Philo|On the Special Laws, Book 4. On the Virtues. On Rewards and Punishments||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|none|4-1/4 x 6-3/8|1939|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
342|0674993772|9780674993778|Cicero, |Cicero|Brutus. Orator||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Indexes|4-1/4 x 6-3/8|1939|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
343|0674993780|9780674993785|Procopius, |Procopius|On Buildings. General Index||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|4 plans, 3 maps, index|4-1/4 x 6-3/8|1940|HISTORY / Ancient / Greece,ARCHITECTURE / General,ARCHITECTURE / Vernacular,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|ARC000000|ARC025000
344|0674993799|9780674993792|Nonnos, |Nonnos|Dionysiaca, Volume I|Books 1-15|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|none|4-1/4 x 6-3/8|1940|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
345|0674996739|9780674996731|Athenaeus, |Athenaeus|The Learned Banqueters, Volume VII|Books 13.594b-14|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416||4-1/4 x 6-3/8|2011|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
346|0674993810|9780674993815|Demosthenes, |Demosthenes|Orations, Volume V|Orations 41-49: Private Cases|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|none|4-1/4 x 6-3/8|1939|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
