 Series|ISBN|ISBN 13|Primary Author|Author on Cover|Title|Subtitle|Original Language|Binding|Discount Type|Published Price|UK Price|Europe Price|Series|Page Count|Illustration Details|Format|Pub Year|BISAC|Territory|BISAC 1|BISAC 2|BISAC 3
480|0674995295|9780674995291|Martial, |Martial|Epigrams, Volume III|Books 11-14|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|Indexes|4-1/4 x 6-3/8|1993|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
481|0674995309|9780674995307|Chariton, |Chariton|Callirhoe||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|1 map, index|4-1/4 x 6-3/8|1995|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece|World|LIT004190|HIS002010|
482|0674995317|9780674995314|Hippocrates, |Hippocrates|Places in Man. Glands. Fleshes. Prorrhetic 1-2. Physician. Use of Liquids. Ulcers. Haemorrhoids and Fistulas||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|Index|4-1/4 x 6-3/8|1995|MEDICAL / History,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,SCIENCE / History|World|MED039000|HIS002010|LIT004190
483|0674995325|9780674995321|Sophocles, |Sophocles|Fragments||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Index|4-1/4 x 6-3/8|1996|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|LIT004190|
484|0674995333|9780674995338|Euripides, |Euripides|Children of Heracles. Hippolytus. Andromache. Hecuba||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|none|4-1/4 x 6-3/8|1995|DRAMA / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|HIS002010|LIT004190
485|0674995341|9780674995345|Pindar, |Pindar|Nemean Odes. Isthmian Odes. Fragments||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|3 maps, index|4-1/4 x 6-3/8|1997|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
486|067499535X|9780674995352|Aelian, |Aelian|Historical Miscellany||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|Index|4-1/4 x 6-3/8|1997|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
487|0674995368|9780674995369|Josephus, |Josephus|The Jewish War, Volume II|Books 3-4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|368|3 maps on mock inserts|4-1/4 x 6-3/8|1927|HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS022000|LIT004190
488|0674995376|9780674995376|Aristophanes, |Aristophanes|Clouds. Wasps. Peace||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|624|Index|4-1/4 x 6-3/8|1998|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|LIT004190|
489|0674995384|9780674995383|Josephus, |Josephus|Jewish Antiquities, Volume VI|Books 14-15|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|2 tables|4-1/4 x 6-3/8|1943|HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS022000|LIT004190
490|0674995392|9780674995390|Josephus, |Josephus|Jewish Antiquities, Volume II|Books 4-6|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|3 tables|4-1/4 x 6-3/8|1930|HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS022000|LIT004190
491|0674995406|9780674995406|Cicero, |Cicero|Letters to Atticus, Volume IV||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|3 maps, index|4-1/4 x 6-3/8|1999|LITERARY COLLECTIONS / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|HIS002020|LIT004190
492|0674995414|9780674995413|Valerius Maximus, |Valerius Maximus|Memorable Doings and Sayings, Volume I|Books 1-5|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|none|4-1/4 x 6-3/8|2000|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
493|0674995422|9780674995420|Valerius Maximus, |Valerius Maximus|Memorable Doings and Sayings, Volume II|Books 6-9|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Index|4-1/4 x 6-3/8|2000|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
494|0674995953|9780674995956|Quintilian, |Quintilian|The Orator's Education, Volume V: Books 11-12||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Index|4-1/4 x 6-3/8|2002|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
495|0674996011|9780674996014|Euripides, |Euripides|Bacchae. Iphigenia at Aulis. Rhesus||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|none|4-1/4 x 6-3/8|2003|DRAMA / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|HIS002010|LIT004190
496|0674996062|9780674996069||Martin L. West|Homeric Hymns. Homeric Apocrypha. Lives of Homer||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Index|4-1/4 x 6-3/8|2003|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
497|0674996054|9780674996052||Martin L. West|Greek Epic Fragments|From the Seventh to the Fifth Centuries BC|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|336|Index|4-1/4 x 6-3/8|2003|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
498|0674012097|9780674012097|Statius, |Statius|Thebaid, Volume II|Books 8-12. Achilleid|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Index|4-1/4 x 6-3/8|2004|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
499|0674996119|9780674996113|Plutarch, |Plutarch|Moralia, Volume XVI|Index|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|none|4-1/4 x 6-3/8|2004|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
500|0674996186|9780674996182|Quintilian, |Quintilian|The Lesser Declamations, Volume I||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|none|4-1/4 x 6-3/8|2006|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
501|0674996194|9780674996199|Quintilian, |Quintilian|The Lesser Declamations, Volume II||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|none|4-1/4 x 6-3/8|2006|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
502|0674996151|9780674996151|Aristophanes, |Aristophanes|Fragments||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|Index|4-1/4 x 6-3/8|2008|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|LIT004190|
503|0674997212|9780674997219|Hesiod, |Hesiod|The Shield. Catalogue of Women. Other Fragments||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496||4-1/4 x 6-3/8|2018|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
504|0674996259|9780674996250|Euripides, |Euripides|Fragments|Aegeus-Meleager|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|688|Index|4-1/4 x 6-3/8|2008|DRAMA / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|HIS002010|LIT004190
505|0674996291|9780674996298|Aeschylus, |Aeschylus|Fragments||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|384|Index|4-1/4 x 6-3/8|2009|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|LIT004190|
506|0674996313|9780674996311|Euripides, |Euripides|Fragments|Oedipus-Chrysippus. Other Fragments|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|736|Index|4-1/4 x 6-3/8|2009|DRAMA / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|HIS002010|LIT004190
507|0674996356|9780674996359|Cicero, |Cicero|Philippics 7-14||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|384||4-1/4 x 6-3/8|2010|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|LIT004190|
508|0674996364|9780674996366||J. L. Lightfoot|Hellenistic Collection|Philitas. Alexander of Aetolia. Hermesianax. Euphorion. Parthenius|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|688||4-1/4 x 6-3/8|2010|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|LIT004190|
509|0674996402|9780674996403|Hippocrates, |Hippocrates|Coan Prenotions. Anatomical and Minor Clinical Writings||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|1 line illustration|4-1/4 x 6-3/8|2010|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,MEDICAL / History,MEDICAL / Anatomy|World|HIS002010|LIT004190|MED039000
510|0674996496|9780674996496|Macrobius, |Macrobius|Saturnalia, Volume I|Books 1-2|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464||4-1/4 x 6-3/8|2011|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
511|0674996712|9780674996717|Macrobius, |Macrobius|Saturnalia, Volume II|Books 3-5|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496||4-1/4 x 6-3/8|2011|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
512|0674996720|9780674996724|Macrobius, |Macrobius|Saturnalia, Volume III|Books 6-7|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|index|4-1/4 x 6-3/8|2011|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
513|0674996623|9780674996625||Ian C. Storey|Fragments of Old Comedy, Volume I: Alcaeus to Diocles||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496||4-1/4 x 6-3/8|2011|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|LIT004190|
514|0674996631|9780674996632||Ian C. Storey|Fragments of Old Comedy, Volume II: Diopeithes to Pherecrates||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544||4-1/4 x 6-3/8|2011|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|LIT004190|
515|0674996771|9780674996779||Ian C. Storey|Fragments of Old Comedy, Volume III: Philonicus to Xenophon. Adespota||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480||4-1/4 x 6-3/8|2011|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|LIT004190|
516|0674996526|9780674996526|Galen, |Galen|Method of Medicine, Volume I|Books 1-4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|624|1 line drawing|4-1/4 x 6-3/8|2011|MEDICAL / Reference,LITERARY CRITICISM / Ancient & Classical|World|MED081000|LIT004190|
517|0674996798|9780674996793|Galen, |Galen|Method of Medicine, Volume II|Books 5-9|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|16 line drawings|4-1/4 x 6-3/8|2011|MEDICAL / Reference,LITERARY CRITICISM / Ancient & Classical|World|MED081000|LIT004190|
518|0674996801|9780674996809|Galen, |Galen|Method of Medicine, Volume III|Books 10-14|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|1 line drawing|4-1/4 x 6-3/8|2011|MEDICAL / Reference,LITERARY CRITICISM / Ancient & Classical|World|MED081000|LIT004190|
519|0674996763|9780674996762|Athenaeus, |Athenaeus|The Learned Banqueters, Volume VIII|Book 15. General Indexes|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400||4-1/4 x 6-3/8|2012|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
520|0674996836|9780674996830|Hippocrates, |Hippocrates|Generation. Nature of the Child. Diseases 4. Nature of Women and Barrenness||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|1 line illustration|4-1/4 x 6-3/8|2012|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,MEDICAL / History,MEDICAL / Anatomy|World|HIS002010|LIT004190|MED039000
521|0674996747|9780674996748|Philostratus, |Philostratus|Heroicus. Gymnasticus. Discourses 1 and 2||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544||4-1/4 x 6-3/8|2014|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
522|0674996860|9780674996861|Sallust, |Sallust|Fragments of the Histories. Letters to Caesar||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|672|4 maps|4-1/4 x 6-3/8|2015|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
523|067499700X|9780674997004|Galen, |Galen|On the Constitution of the Art of Medicine. The Art of Medicine. A Method of Medicine to Glaucon||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|656||4-1/4 x 6-3/8|2016|MEDICAL / Reference,LITERARY CRITICISM / Ancient & Classical|World|MED081000|LIT004190|
524|0674996542|9780674996540||André Laks and Glenn W. Most|Early Greek Philosophy, Volume I|Introductory and Reference Materials|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|272||4-1/4 x 6-3/8|2016|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
525|0674996895|9780674996892||André Laks and Glenn W. Most|Early Greek Philosophy, Volume II|Beginnings and Early Ionian Thinkers, Part 1|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400||4-1/4 x 6-3/8|2016|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
526|0674996917|9780674996915||André Laks and Glenn W. Most|Early Greek Philosophy, Volume III|Early Ionian Thinkers, Part 2|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|352||4-1/4 x 6-3/8|2016|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
527|0674996925|9780674996922||André Laks and Glenn W. Most|Early Greek Philosophy, Volume IV|Western Greek Thinkers, Part 1|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464||4-1/4 x 6-3/8|2016|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
528|0674997069|9780674997066||André Laks and Glenn W. Most|Early Greek Philosophy, Volume V|Western Greek Thinkers, Part 2|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|816||4-1/4 x 6-3/8|2016|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
529|0674997077|9780674997073||André Laks and Glenn W. Most|Early Greek Philosophy, Volume VI|Later Ionian and Athenian Thinkers, Part 1|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448||4-1/4 x 6-3/8|2016|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
530|0674997085|9780674997080||André Laks and Glenn W. Most|Early Greek Philosophy, Volume VII|Later Ionian and Athenian Thinkers, Part 2|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512||4-1/4 x 6-3/8|2016|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
531|0674997093|9780674997097||André Laks and Glenn W. Most|Early Greek Philosophy, Volume VIII|Sophists, Part 1|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576||4-1/4 x 6-3/8|2016|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
532|0674997107|9780674997103||André Laks and Glenn W. Most|Early Greek Philosophy, Volume IX|Sophists, Part 2|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|384||4-1/4 x 6-3/8|2016|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
533|0674996461|9780674996465|Aristides, Aelius|Aelius Aristides|Orations, Volume I||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|720||4-1/4 x 6-3/8|2017|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY COLLECTIONS / Speeches|World|LIT004190|HIS002010|LCO018000
534|0674997115|9780674997110|Apuleius, |Apuleius|Apologia. Florida. De Deo Socratis||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448||4-1/4 x 6-3/8|2017|LITERARY COLLECTIONS / Ancient & Classical,LITERARY COLLECTIONS / Speeches,LITERARY CRITICISM / Ancient & Classical,RELIGION / Ancient*|World|LCO003000|LCO018000|LIT004190
535|0674997123|9780674997127|Galen, |Galen|Hygiene, Volume I|Books 1–4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528||4-1/4 x 6-3/8|2018|LITERARY CRITICISM / Ancient & Classical,MEDICAL / Preventive Medicine|World|LIT004190|MED076000|
536|0674997131|9780674997134|Galen, |Galen|Hygiene, Volume II|Books 5–6. Thrasybulus. On Exercise with a Small Ball|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432||4-1/4 x 6-3/8|2018|LITERARY CRITICISM / Ancient & Classical,MEDICAL / Preventive Medicine|World|LIT004190|MED076000|
537|067499714X|9780674997141|Ennius, |Ennius|Fragmentary Republican Latin, Volume II|Ennius, Dramatic Fragments. Minor Works|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448||4-1/4 x 6-3/8|2018|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|LIT004190|
538|0674996577|9780674996571|Hippocrates, |Hippocrates|Diseases of Women 1–2||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528||4-1/4 x 6-3/8|2018|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
539|0674997220|9780674997226|Rhetor, Menander,Dionysius of Halicarnassus, |Menander Rhetor and Dionysius of Halicarnassus; edited and translated by William H. Race|Menander Rhetor. Dionysius of Halicarnassus, Ars Rhetorica||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480||4-1/4 x 6-3/8|2019|LITERARY CRITICISM / Ancient & Classical,LANGUAGE ARTS & DISCIPLINES / Rhetoric,HISTORY / Ancient / Greece|World|LIT004190|LAN015000|HIS002010
540|0674997239|9780674997233|||Fragmentary Republican Latin, Volume III|Oratory, Part 1|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592||4-1/4 x 6-3/8|2019|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|LIT004190|
541|0674997247|9780674997240|||Fragmentary Republican Latin, Volume IV|Oratory, Part 2|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496||4-1/4 x 6-3/8|2019|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|LIT004190|
542|0674997255|9780674997257|||Fragmentary Republican Latin, Volume V|Oratory, Part 3|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480||4-1/4 x 6-3/8|2019|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|LIT004190|
